61,13,4,5,15,0,14,1,9,0
1144,101,142,106,105,162,255,45,200,28
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
24,0,2,2,2,1,1,12,4,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
224,18,11,2,68,22,6,32,62,3
98,38,0,13,6,0,6,7,21,7
11,4,0,0,0,6,1,0,0,0
0,0,0,0,0,0,0,0,0,0
177,0,3,28,33,9,49,53,2,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
339,33,22,19,28,47,39,72,0,79
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
54,6,0,0,35,0,5,0,8,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1671,104,51,160,372,97,212,259,374,42
3627,327,602,294,534,317,500,397,527,129
48,3,7,0,0,1,15,8,11,3
352,37,68,33,75,73,31,3,31,1
1605,118,358,96,228,132,232,244,176,21
37,0,0,0,0,5,11,15,6,0
39,13,9,2,6,0,6,0,0,3
32,0,0,0,13,1,6,7,0,5
29,0,0,0,1,8,6,11,3,0
1251,98,168,114,261,53,191,103,243,20
327,20,62,20,62,34,35,45,46,3
18,3,0,0,0,3,9,0,3,0
0,0,0,0,0,0,0,0,0,0
128,1,11,7,0,16,68,17,8,0
3,0,3,0,0,0,0,0,0,0
48,0,8,0,11,7,2,2,18,0
2,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0
389,55,51,61,88,15,10,37,55,17
114,7,9,2,73,11,0,4,8,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
153,0,9,41,44,0,14,32,13,0
326,18,31,25,82,3,40,51,37,39
17,0,8,0,0,0,9,0,0,0
25,0,0,0,0,0,22,0,3,0
204,14,46,30,8,26,62,2,10,6
0,0,0,0,0,0,0,0,0,0
145,7,32,0,2,12,65,15,10,2
31,0,12,6,2,1,10,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
238,16,26,14,57,34,35,40,14,2
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
63,0,0,14,11,6,0,27,4,1
86,0,5,15,3,6,6,32,19,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
60,10,13,0,8,6,7,5,11,0
0,0,0,0,0,0,0,0,0,0
150,11,21,12,18,25,0,27,36,0
281,41,19,21,44,44,32,17,59,4
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0
1939,241,196,139,360,243,188,203,310,59
63,4,9,8,15,15,2,2,8,0
104,0,26,4,0,0,48,26,0,0
0,0,0,0,0,0,0,0,0,0
3,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
9,0,0,0,9,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
7,0,0,4,0,0,0,0,3,0
62,0,0,0,36,0,0,0,26,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
43,0,12,1,16,1,0,9,3,1
985,195,184,50,82,106,165,48,155,0
15,4,5,0,0,5,0,1,0,0
50,5,4,0,18,14,0,1,8,0
67,21,12,3,18,4,8,0,1,0
0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,3,3,0,0,0
18,7,0,0,6,3,0,0,2,0
0,0,0,0,0,0,0,0,0,0
967,92,163,111,167,90,149,86,70,39
1296,146,138,31,281,181,184,83,246,6
227,3,119,4,6,9,80,2,1,3
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
139,5,42,0,39,21,0,2,24,6
61,0,22,0,16,14,9,0,0,0
8,0,3,0,0,0,5,0,0,0
119,23,0,0,26,19,3,3,44,1
218,16,5,10,98,44,8,3,34,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
137,0,0,25,42,3,18,38,0,11
111,0,1,32,39,0,13,4,22,0
39,0,0,7,15,0,17,0,0,0
0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
21,0,0,4,0,0,3,12,2,0
109,0,7,9,18,19,27,29,0,0
26,0,0,7,0,0,14,5,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
6,0,0,3,0,0,0,3,0,0
3,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8,0,0,8,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
451,36,132,0,0,19,194,0,0,70
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
24,3,17,0,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0
329,37,31,74,47,9,63,34,24,10
101,0,61,0,0,0,40,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
34,0,30,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
